[(33, 0.7837187830653968), (63, 0.7971904982404145), (134, 0.8186339704039348), (84, 0.8226187918387532), (152, 0.8369827772552619)]
[(43, 2.2434320023812933), (71, 2.6274825345079864), (11, 2.6430617049324137), (101, 2.6895970583828306), (49, 2.813058173668434)]
[(1, 2.997166797558612), (99, 3.2563187748628772), (175, 3.3622509597159067), (71, 3.386412351370191), (60, 3.405196941087101)]
[(175, 3.4543838555717565), (71, 3.5325379674716215), (43, 3.772356058979491), (52, 4.058624548170051), (120, 4.1391855622161975)]
[(78, 1.123664350211659), (111, 1.1428204885559725), (91, 1.2051746682641458), (79, 1.2302830678893448), (39, 1.3573670755113372)]
[(48, 1.2292799601372333), (3, 1.2301939922172753), (5, 1.3155263680641547), (93, 1.3420887434781983), (127, 1.4054536415992405)]
[(156, 1.8419847402967764), (101, 1.8994108998081511), (104, 1.9044488043086583), (48, 1.906785615979195), (52, 1.9993799931177827)]
[(92, 1.7080187453072786), (150, 1.7309219086261531), (143, 1.7386903455231995), (142, 1.7387845178252295), (82, 1.7829375118967026)]
[(104, 1.0736786425303317), (30, 1.5554769246455296), (127, 1.6426297856719279), (132, 1.6510304515285692), (31, 1.706325879656871)]
[(116, 0.8933556865876869), (124, 1.2020438573570877), (158, 1.2100417153644347), (136, 1.3718751500922992), (29, 1.4123916134426486)]
[(131, 0.8090731960197635), (10, 0.9020909356800509), (148, 0.9833529509143187), (34, 1.083672660746227), (15, 1.0951224419266423)]
[(154, 0.7081973939639578), (131, 0.8720819776194623), (152, 0.9064281633343146), (110, 0.9339371821867559), (26, 0.9629827591316943)]
[(40, 1.3619111332723994), (115, 1.5822677581017297), (69, 1.5885498166895302), (140, 1.598216624954714), (63, 1.608772661710795)]
[(106, 0.9986694631247044), (26, 1.0317994902812824), (152, 1.0390842079403266), (147, 1.0488780747215087), (148, 1.1015538691361466)]
[(40, 1.2192002924132501), (133, 1.2831491478284178), (112, 1.2839734405650156), (148, 1.317658962241386), (10, 1.321473242968463)]
[(7, 3.5885755421437295), (68, 3.595573569009233), (53, 3.6703427407810283), (164, 3.8759137665360015), (155, 4.006751513784909)]
[(133, 0.5859598453430488), (50, 0.8261615189893438), (36, 1.2223993680622582), (108, 1.2377175955795612), (34, 1.3085243583106403)]
[(166, 1.513650342266215), (62, 1.7715185195990508), (92, 1.8691909795324908), (32, 1.883987277495018), (26, 1.8970806532454914)]
[(111, 1.0333744499763522), (79, 1.1552429009780143), (78, 1.1850035650401938), (63, 1.2253682878147396), (65, 1.2703446481420078)]
[(140, 0.8534151875022706), (57, 0.8808584382327894), (29, 0.9375235381865004), (136, 0.9576442134530156), (81, 1.0685388231267752)]
[(61, 1.1189898731100403), (107, 1.3896595356611332), (89, 1.5596509906602942), (74, 1.5658661980330173), (165, 1.610921251411701)]
[(158, 1.1763712197006215), (70, 1.2502884994009769), (110, 1.2669138327039493), (136, 1.3207849071726725), (161, 1.3445615761991585)]
[(170, 1.547001368225935), (79, 1.5977840039469013), (40, 1.647218140959356), (106, 1.7053584614321404), (63, 1.7564357474290941)]
[(60, 1.8245523132590673), (145, 1.8408166829084367), (104, 1.9958943071110438), (92, 2.1281934335847286), (132, 2.180998311475708)]
[(49, 3.400436757797805), (102, 3.5838927141719354), (164, 3.6526701753273847), (120, 3.959313414324247), (44, 4.112426122508504)]
[(116, 0.8797909670164389), (44, 1.2215750301772945), (124, 1.4389027087033712), (177, 1.4451110414276807), (38, 1.5102177879628425)]
[(130, 1.2767032003486114), (177, 1.4282732550013555), (74, 1.4430369144907327), (44, 1.4583102616209738), (116, 1.5065375444959033)]
[(63, 1.069585512005888), (34, 1.075781210707488), (141, 1.1495942176959841), (168, 1.1876182904889308), (140, 1.23443792011237)]
[(31, 1.0378197966691052), (0, 1.1371721462571824), (5, 1.255094491917729), (22, 1.3378722748660912), (10, 1.4025228813696473)]
[(154, 0.7026408494569785), (148, 0.8884612081555628), (16, 0.8937136932021409), (26, 0.9718435757515638), (93, 0.972145218791073)]
[(92, 0.5676340517386086), (132, 1.0256768893879977), (72, 1.0426912884817878), (91, 1.0841440751651081), (142, 1.1544579216154944)]
[(45, 1.6332913146015149), (46, 1.8953288031115092), (92, 1.9807391408434918), (142, 2.0230127918032563), (88, 2.056196667626052)]
[(113, 1.0861578165926806), (166, 1.145066806745099), (148, 1.1842586876868628), (142, 1.2567727336818708), (93, 1.2567780601687313)]
[(60, 1.3790797125750889), (122, 1.6296044394167564), (52, 1.7155363212179835), (123, 1.7367623782915689), (132, 1.806779958105314)]
[(143, 1.0902812801633197), (148, 1.3778173489531182), (113, 1.4457241056109376), (131, 1.5240011483895906), (147, 1.5654368387796211)]
[(65, 1.195349731780933), (108, 1.3140806168294812), (154, 1.3268850182509466), (91, 1.3685675933193662), (133, 1.374044335459288)]
[(26, 1.1166677408664962), (131, 1.1387273088465522), (147, 1.1476045515403026), (148, 1.205625664995912), (23, 1.2275202257190339)]
[(142, 1.0800524316636868), (51, 1.1050925727923164), (166, 1.2289782806962763), (62, 1.2487449219516678), (146, 1.356808436455617)]
[(100, 1.160660168764768), (174, 1.1717192916851031), (118, 1.2374517281800552), (4, 1.2576062878966898), (130, 1.2587891591153273)]
[(104, 1.1623124689378304), (156, 1.2338766143843252), (48, 1.2367550551371558), (90, 1.490828516678525), (127, 1.5978738146307787)]
[(145, 1.886386455623536), (94, 2.092237393856566), (60, 2.1835933535514993), (104, 2.198004338373919), (31, 2.24026458844286)]
[(137, 1.348228392728605), (14, 1.654560260527055), (109, 1.6717605670441043), (78, 1.6925756350667718), (113, 1.7092602349127373)]
[(160, 1.0471664991736351), (154, 1.2598323205173299), (4, 1.3785258594506935), (130, 1.38526175875358), (88, 1.4077846554683346)]
[(131, 0.8130731369118206), (147, 0.8934719938015085), (152, 0.9471689535493976), (63, 1.0052944219567042), (23, 1.0480119913530777)]
[(136, 1.0020577856052166), (29, 1.029386026806415), (21, 1.0405543839933085), (161, 1.1099033064654673), (24, 1.1706255901695604)]
[(152, 1.104657605730191), (21, 1.1835239480810342), (17, 1.1967848508823904), (161, 1.225824531873453), (55, 1.2477996537335214)]
[(154, 0.9792046720358693), (55, 1.0193994490451161), (131, 1.0249176179989368), (17, 1.066637643473344), (146, 1.0863055961882384)]
[(99, 3.043086951473548), (11, 3.5563823267054273), (71, 3.599505124530845), (52, 3.6845871860121866), (175, 3.8539836421773863)]
[(138, 1.5209090990473453), (14, 1.5760381542370614), (30, 1.5889564418687097), (137, 1.6450940500139795), (142, 1.7975191134490274)]
[(87, 0.8868589400268054), (89, 0.8998008125876), (69, 1.1342312210758967), (176, 1.1510465385490347), (115, 1.2575522622798894)]
[(87, 1.0958979601186867), (174, 1.187104671222093), (70, 1.2033673726573877), (114, 1.2674519171458065), (173, 1.3118294482923094)]
[(83, 2.2696586103950294), (71, 2.582975154181455), (101, 2.7417938082518156), (99, 2.7982768930042003), (156, 2.8386468403735075)]
[(131, 0.8407230131840305), (34, 0.9565651324735607), (63, 0.9843564834275549), (106, 0.9845359354160026), (17, 0.9987842634050853)]
[(115, 0.6251449825846078), (10, 0.9695197488624715), (168, 1.0412382489164123), (95, 1.1917560730123808), (131, 1.2006137619497634)]
[(128, 2.248286073812575), (123, 2.3163579483574432), (101, 2.4583481937993055), (52, 2.4611705797667627), (60, 2.578527206978547)]
