[(70, 0.8315709944538852), (110, 0.886497712921491), (163, 0.8913162764441901)]
[(136, 0.7309159754654105), (29, 0.7884862097015305), (114, 1.0259790080424462)]
[(99, 3.23067063500408), (11, 3.327192143556215), (149, 3.7718918390085054)]
[(102, 2.77138745128391), (49, 3.021596635880769), (53, 3.0662684320495774)]
[(62, 1.3904694648933442), (2, 1.435858625354724), (41, 1.4938014142186469)]
[(57, 0.9293543712775127), (44, 1.1005317192600101), (116, 1.1533340547432425)]
[(62, 1.6098810853469994), (44, 1.6904029686469937), (74, 1.6945639156748142)]
[(151, 0.954236946256712), (168, 1.1203332864840423), (69, 1.1851168365811526)]
[(166, 0.9095086171623084), (142, 0.9912986388404623), (146, 0.9931808887825129)]
[(45, 2.8208516407281428), (1, 2.840381486979777), (71, 3.0727053967988627)]
[(129, 0.8577750980300184), (21, 1.052843100474957), (105, 1.2264036224196466)]
[(116, 1.1332660819264813), (81, 1.3995520816413562), (89, 1.423551441977399)]
[(59, 0.8820433352257595), (147, 0.8889952577254207), (26, 0.8940969979793565)]
[(84, 0.7116001743186955), (10, 0.9424242532910799), (55, 0.972909965595639)]
[(33, 0.7837187830653968), (63, 0.7971904982404145), (134, 0.8186339704039348)]
[(43, 2.2434320023812933), (71, 2.6274825345079864), (11, 2.6430617049324137)]
[(1, 2.997166797558612), (99, 3.2563187748628772), (175, 3.3622509597159067)]
[(175, 3.4543838555717565), (71, 3.5325379674716215), (43, 3.772356058979491)]
[(78, 1.123664350211659), (111, 1.1428204885559725), (91, 1.2051746682641458)]
[(48, 1.2292799601372333), (3, 1.2301939922172753), (5, 1.3155263680641547)]
[(156, 1.8419847402967764), (101, 1.8994108998081511), (104, 1.9044488043086583)]
[(92, 1.7080187453072786), (150, 1.7309219086261531), (143, 1.7386903455231995)]
[(104, 1.0736786425303317), (30, 1.5554769246455296), (127, 1.6426297856719279)]
[(116, 0.8933556865876869), (124, 1.2020438573570877), (158, 1.2100417153644347)]
[(131, 0.8090731960197635), (10, 0.9020909356800509), (148, 0.9833529509143187)]
[(154, 0.7081973939639578), (131, 0.8720819776194623), (152, 0.9064281633343146)]
[(40, 1.3619111332723994), (115, 1.5822677581017297), (69, 1.5885498166895302)]
[(106, 0.9986694631247044), (26, 1.0317994902812824), (152, 1.0390842079403266)]
[(40, 1.2192002924132501), (133, 1.2831491478284178), (112, 1.2839734405650156)]
[(7, 3.5885755421437295), (68, 3.595573569009233), (53, 3.6703427407810283)]
[(133, 0.5859598453430488), (50, 0.8261615189893438), (36, 1.2223993680622582)]
[(166, 1.513650342266215), (62, 1.7715185195990508), (92, 1.8691909795324908)]
[(111, 1.0333744499763522), (79, 1.1552429009780143), (78, 1.1850035650401938)]
[(140, 0.8534151875022706), (57, 0.8808584382327894), (29, 0.9375235381865004)]
[(61, 1.1189898731100403), (107, 1.3896595356611332), (89, 1.5596509906602942)]
[(158, 1.1763712197006215), (70, 1.2502884994009769), (110, 1.2669138327039493)]
[(170, 1.547001368225935), (79, 1.5977840039469013), (40, 1.647218140959356)]
[(60, 1.8245523132590673), (145, 1.8408166829084367), (104, 1.9958943071110438)]
[(49, 3.400436757797805), (102, 3.5838927141719354), (164, 3.6526701753273847)]
[(116, 0.8797909670164389), (44, 1.2215750301772945), (124, 1.4389027087033712)]
[(130, 1.2767032003486114), (177, 1.4282732550013555), (74, 1.4430369144907327)]
[(63, 1.069585512005888), (34, 1.075781210707488), (141, 1.1495942176959841)]
[(31, 1.0378197966691052), (0, 1.1371721462571824), (5, 1.255094491917729)]
[(154, 0.7026408494569785), (148, 0.8884612081555628), (16, 0.8937136932021409)]
[(92, 0.5676340517386086), (132, 1.0256768893879977), (72, 1.0426912884817878)]
[(45, 1.6332913146015149), (46, 1.8953288031115092), (92, 1.9807391408434918)]
[(113, 1.0861578165926806), (166, 1.145066806745099), (148, 1.1842586876868628)]
[(60, 1.3790797125750889), (122, 1.6296044394167564), (52, 1.7155363212179835)]
[(143, 1.0902812801633197), (148, 1.3778173489531182), (113, 1.4457241056109376)]
[(65, 1.195349731780933), (108, 1.3140806168294812), (154, 1.3268850182509466)]
[(26, 1.1166677408664962), (131, 1.1387273088465522), (147, 1.1476045515403026)]
[(142, 1.0800524316636868), (51, 1.1050925727923164), (166, 1.2289782806962763)]
[(100, 1.160660168764768), (174, 1.1717192916851031), (118, 1.2374517281800552)]
[(104, 1.1623124689378304), (156, 1.2338766143843252), (48, 1.2367550551371558)]
[(145, 1.886386455623536), (94, 2.092237393856566), (60, 2.1835933535514993)]
[(137, 1.348228392728605), (14, 1.654560260527055), (109, 1.6717605670441043)]
[(160, 1.0471664991736351), (154, 1.2598323205173299), (4, 1.3785258594506935)]
[(131, 0.8130731369118206), (147, 0.8934719938015085), (152, 0.9471689535493976)]
[(136, 1.0020577856052166), (29, 1.029386026806415), (21, 1.0405543839933085)]
[(152, 1.104657605730191), (21, 1.1835239480810342), (17, 1.1967848508823904)]
[(154, 0.9792046720358693), (55, 1.0193994490451161), (131, 1.0249176179989368)]
[(99, 3.043086951473548), (11, 3.5563823267054273), (71, 3.599505124530845)]
[(138, 1.5209090990473453), (14, 1.5760381542370614), (30, 1.5889564418687097)]
[(87, 0.8868589400268054), (89, 0.8998008125876), (69, 1.1342312210758967)]
[(87, 1.0958979601186867), (174, 1.187104671222093), (70, 1.2033673726573877)]
[(83, 2.2696586103950294), (71, 2.582975154181455), (101, 2.7417938082518156)]
[(131, 0.8407230131840305), (34, 0.9565651324735607), (63, 0.9843564834275549)]
[(115, 0.6251449825846078), (10, 0.9695197488624715), (168, 1.0412382489164123)]
[(128, 2.248286073812575), (123, 2.3163579483574432), (101, 2.4583481937993055)]
